id,ret
1,0.33506874616095755
2,0.35019241263418593
3,0.3478214330683039
4,0.3537401072314674
5,0.3396307408093384
6,0.3574805922233965
7,0.3626657089960084
8,0.3591536172361839
9,0.34717225360621956
10,0.33142726756136026
11,0.35157371425757294
12,0.3396755190226881
13,0.33275085186195064
14,0.3404775761163358
15,0.36678870996312835
16,0.3398228482619599
17,0.3648294536921801
18,0.35443413949146757
19,0.345861241323575
20,0.3611794466829911
21,0.3536643907984043
22,0.3444632031146636
23,0.3600540962063918
24,0.3620446242115664
25,0.3466349678486413
26,0.35573555719473643
27,0.35298867365378306
28,0.3548353421616594
29,0.3491359727450534
30,0.3399149700140855
31,0.3687334608905079
32,0.3457884909007924
33,0.34789360245896217
34,0.3491501426673974
35,0.34880020686215985
36,0.36876297698918103
37,0.33624965114966116
38,0.32364385974526
39,0.37292776911543474
40,0.369833372584134
41,0.3598316948268027
42,0.34634328139363674
43,0.35485742931761544
44,0.3563055995117328
45,0.3391906597670482
46,0.3525699435253263
47,0.35957244737445215
48,0.33998433543446877
49,0.3147894984209953
50,0.40656459217640506
51,0.37253221902423966
52,0.3542506472539406
53,0.44716139105375147
54,0.3500178285543817
55,0.33540318276729236
56,0.36331199118149093
57,0.3891955582672103
58,0.3631974936791845
59,0.3665891004592041
60,0.3597508458958422
61,0.3497159590156313
62,0.37237568528929554
63,0.4980868310819593
64,0.36324350312164155
65,0.31896892148630285
66,0.32604170222687623
67,0.31693195405238705
68,0.3410247302883357
69,0.31364021171861656
70,0.3412456983538271
71,0.41308384087356853
72,0.3309331705232544
73,0.3037713659789738
74,0.31474935015787625
75,0.3561098386708744
76,0.3397261141864325
77,0.3162092320883728
78,0.36178930349101285
79,0.3580172039713579
80,0.3329769491293748
81,0.37082564662016526
82,0.35933080624431424
83,0.3232208717407159
84,0.3853030108684966
85,0.3140898556062004
86,0.336791995535514
87,0.31752506407760656
88,0.33200535943716086
89,0.32625933463141843
90,0.3267930210342311
91,0.32069357223680767
92,0.34046307930280295
93,0.33955029741827086
94,0.3775663369756072
95,0.3244419958959894
96,0.36009744352651896
97,0.32785718401165653
98,0.32645246831437
99,0.380889878635706
100,0.3786660629042979
101,0.367853935119169
102,0.32356342916331093
103,0.33151794975052157
104,0.3164556862924352
105,0.32063582570903665
106,0.315702141600642
107,0.3495111853977289
108,0.3216901568083689
109,0.3265471595301497
110,0.372189347549118
111,0.32922661312467993
112,0.4485542917814574
113,0.3644596294798184
114,0.3627109734304737
115,0.3698864772003805
116,0.3594570264788004
117,0.33239965984929776
118,0.3627779143461509
119,0.36675357591807134
120,0.3826211142876952
121,0.36053906286612575
122,0.3572940627309974
123,0.37241648209891975
124,0.3512103941862155
125,0.3659943183369011
126,0.3515202705721132
127,0.33474735610886036
128,0.34861461825486617
129,0.34471865770296
130,0.34091872695371706
131,0.38203523196470857
132,0.3278439058199535
133,0.34813573501007944
134,0.34924539414193867
135,0.37074761695915687
136,0.3569331812786873
137,0.35193715098971745
138,0.346127046912167
139,0.3493737348774244
140,0.35115557131255165
141,0.3654115949206896
142,0.33431802880267647
143,0.34961541675478425
144,0.3390467994911156
145,0.3342143253087616
146,0.320514325691136
147,0.3626583745889508
148,0.34482993707193316
149,0.349997153259191
150,0.3421893455728519
151,0.33704512164904554
152,0.3528485150797537
153,0.3603801369664893
154,0.3576562994442271
155,0.3447023067086746
156,0.3404379538068684
157,0.34191514580830096
158,0.35407816862088576
159,0.3488696673613559
160,0.34846528084084244
161,0.35602980645094134
162,0.34890845676554866
163,0.37982536389446175
164,0.36899529295239936
165,0.3628590999874179
166,0.3402068128281139
167,0.3576589938618151
168,0.34206134226896817
169,0.3798916781476379
170,0.3667422745650168
171,0.3537084902799511
172,0.37943450277225405
173,0.3483697305907808
174,0.3605079705377792
175,0.2849096188390961
176,0.3396049299885905
177,0.32953616542360625
178,0.3426588221797529
179,0.3394768629946505
180,0.3628870295942587
181,0.365650395388347
182,0.36401200225578384
183,0.34633839732153027
184,0.33949289429510343
185,0.3521500379558786
186,0.3466644668555838
187,0.33661212104405247
188,0.34893488717990756
189,0.32355382905128893
190,0.34365405377204694
191,0.34113885141957645
192,0.3434276759433056
193,0.34537990174845473
194,0.34115917204156776
195,0.3338559458205326
196,0.3489559413379812
197,0.34841798502631
198,0.31990236852204024
199,0.32852066095423643
200,0.3313884492904529
201,0.34403280435211164
202,0.32740286703884236
203,0.3519399194295036
204,0.33686135849058235
205,0.33443099030287227
206,0.3475496794029156
207,0.37091605629728613
208,0.33978734005981037
209,0.34733730318678574
210,0.3467944091570137
211,0.33425066600534165
212,0.32992956012397245
213,0.3293555279340836
214,0.3359000965662775
215,0.37340802811111956
216,0.3525657504956793
217,0.3444103192630978
218,0.3404012673602599
219,0.3254482041497799
220,0.36787842003321575
221,0.3544653332557192
222,0.36092150373265136
223,0.3134332028093381
224,0.38603669787642086
225,0.33898311942467174
226,0.3255013533469449
227,0.3345001419220189
228,0.32558784482495945
229,0.3293233590880239
230,0.3311020320942439
231,0.33516733770434776
232,0.33956924772451674
233,0.33262978169423735
234,0.3456678582425314
235,0.3250261478840727
236,0.32765403784251734
237,0.31494996933136615
238,0.3196201980985151
239,0.32929577947682487
240,0.31696913617506983
241,0.3212287279660698
242,0.35831182866032674
243,0.33443941227882684
244,0.32493696515848575
245,0.33940858303258087
246,0.3205801196707516
247,0.339113762199506
248,0.35685229041422317
249,0.3408773394325942
250,0.32094384163416756
251,0.3102516722546589
252,0.3151813753625496
253,0.3212664577880301
254,0.34113740650486674
255,0.32591868475096625
256,0.3375584488154766
257,0.31322822487362506
258,0.3487837080967881
259,0.3457396212608969
260,0.32223038676046195
261,0.4177693776243626
262,0.32933473611012953
263,0.3279311632579613
264,0.33874274601907284
265,0.33505741434358616
266,0.32037908854422953
267,0.33236542391462714
268,0.329518609897468
269,0.3144880474272264
270,0.3316370139601664
271,0.3177603873196765
272,0.322642612103276
273,0.3176713618729921
274,0.3886874614718647
275,0.3677347602908826
276,0.3487983879348157
277,0.3434285997017973
278,0.323383763855427
279,0.3258577955176051
280,0.33361908645098604
281,0.3384756750544231
282,0.3298687201075393
283,0.324748788569821
284,0.3576334448376294
285,0.33675693610556817
286,0.38543528603815613
287,0.3244357369587006
288,0.308055266024551
289,0.3407645220780909
290,0.33486061657982513
291,0.32432103753627034
292,0.34664798459820234
293,0.34552769852354104
294,0.3472952020841596
295,0.3263065347585068
296,0.35856203547250115
297,0.344935446158113
298,0.3391579207870401
299,0.33330839258029743
300,0.3357982192093176
301,0.35019398675786856
302,0.3296212620801805
303,0.3374832770935071
304,0.3408940830325443
305,0.32919745316431204
306,0.30752266664414424
307,0.3460986539117901
308,0.3797794930977807
309,0.37054403873671116
310,0.3209383466102976
311,0.33419855180454633
312,0.3220827218978794
313,0.36469412997358264
314,0.3233890829620734
315,0.32897292442921405
316,0.3572227359080078
317,0.37696085790395717
318,0.3457590800439422
319,0.34542363187395164
320,0.31683591514269593
321,0.33774004076127345
322,0.3399553435438338
323,0.40762500610009744
324,0.34889203374994077
325,0.34705385151306845
326,0.319858369281357
327,0.31829101543497906
328,0.30917667012541133
329,0.3609485487302913
330,0.29868139716174935
331,0.341697207075173
332,0.30272249201612517
333,0.3395404682392531
334,0.3869320955142421
335,0.3386996520674074
336,0.336981342442199
337,0.34589411848911683
338,0.3334916942745374
339,0.34628692933005123
340,0.3260588819199023
341,0.3386500372084552
342,0.32774833807492215
343,0.36825591118855194
344,0.31660262738097666
345,0.3569343101771262
346,0.3402829964816744
347,0.3372244196867581
348,0.3470256782144335
349,0.3416015179758406
350,0.3149533861586541
351,0.3394078293869556
352,0.3331289115981193
353,0.34723060787386173
354,0.3276319997432903
355,0.34786003638709634
356,0.31783414475926963
357,0.36240056293572304
358,0.34607094574826436
359,0.33365333974097167
360,0.3370356450751239
361,0.34228407943383415
362,0.33710093744590586
363,0.3359188335651775
364,0.3047559074695587
365,0.33284418446494973
366,0.3359150450580387
367,0.3466394668878909
368,0.33028672937180276
